	comment
158	"25枚のシングルのうち卒業シングル出したのは
山田菜々　Don't look back
渡辺美優紀　僕はいない
太田夢莉　初恋至上主義
山本彩　僕だって泣いちゃうよ
吉田朱里　恋なんかNo thank you 
白間美瑠　シダレヤナギ
この6人だけかな？"
159	"“だってだってだって”で、ラピスの2人がセンターに選ばれてれーちゃん????ってなってたけどこのシングルで良いポジション与えてもらって嬉しい??????
みるるんの卒業寂しいけど良い曲で嬉しい????
あんちゅの初選抜も嬉しいっっっ????
嬉しいがたくさん詰まったMV最高です????
NMB箱推しだから一人一人映る度に、この表情良い！ここ可愛い！素敵！大好き！ってなるから忙しい??????"
160	"ほのぴが歌うとお上品だし、
うーたんが歌うとかっこかわいいし、
みよちゃんが歌うと迫力が凄いのでやっぱりバランスが素晴らしい。"
161	３人とも研修生ではなく、自分の目指す道で頑張ってきてそれなりに大人になってから出会ったから出来ている世界観な気がして好き。
162	"3人ともSeasoningSでしか見せない砕けた表情話し方が可愛くて貴重なイベントでした
美葉ちゃんの進化した歌声がパフォーマンスを引っ張っていて改めて感動してしまいます"
163	みよちゃん「揺るがぬこの思い」（盛り上がる曲）（盛り上がる感情）曲「デデデデデデデ」カメラドーン！　みよちゃん「君を守る」　わたし「うわあああああああああああ（感情が爆発し宙を舞い家を飛び出し富士山より高く太平洋を越え地球全体に行きわたる）」
164	"SeasoningSの3人を見てると素晴らしすぎて涙が出てくる｡
1人1人も凄いんだけど3人揃った時の破壊力ハンパない！！"
165	"ほのぴの衣装の形がとっても素敵?
上品な雰囲気に合ってるし個性的なお洋服似合うわ????"
166	夢幻クライマックスを生ピアノで聴ける贅沢さやばい
167	本当に神イベだった??
168	ソロフェスの時にも思ったけれどうーたんがめちゃくちゃ歌上手くなってる、、
169	仲良し3人組のわちゃわちゃ感に癒されたファンクラブイベントがついにDVD化ですね。兎にも角にも楽しみでしかありません！！！！！
170	ビヨの普通曲の期待を一身に背負ってるカゴメさん
171	ビヨのMVのコメント欄いつも大人が泣いてる
172	（　…事務所さん…、聞こえていますか…どんな手を使ってでも、ビヨの曲をNHKみんなのうたで流すのです…良質でヘンテコキャッチーな楽曲でちびっこを釘付けにし、アイドルだけどクリーンで親御さんも安心、運動会でも使われちゃった、みたいなポジションを目指すのです……   ）
173	通常のハロプロなら間違いなく野菜の着ぐるみ、カゴメさんありがとうございます……
174	もうBEYOOOOONDSが「野菜生活100」の宣伝をしているのか、「野菜生活100」がBEYOOOOONDSの宣伝をしているのか分からなってきたけど、両方とも好きだから問題ないわ。
175	みいみ…天使かな…ビヨオタみんなでみいみの笑顔守ってこうね…
176	女の子たちが健康で可愛い、結局はこれが最高なんよな
177	"最終面接前日に新曲公開されて、「君はこの世にひとりだけって」って歌詞に心打たれて、前向ける自信貰えました。
BEYOOOOONDSおかげで無事に内定頂けました。
ありがとう！KAGOMEさん!
ありがとう！BEYOOOOONDS!"
178	就活しんどい時期にビタミンME見て泣いて、新社会人になった今これ見て泣いている…もしかして私が辛い時に合わせてくれてる？？？？
179	エレカシ宮本浩次さん目当てで見てたうたコンで偶然見かけて以来、ずっと気になってる。最初はこの曲いいじゃん程度だったのがメンバーの顔と名前が一致しだし、ラジオを聴くようになり、CDに手を出し…と着実にファンになっていってる気がする。今まであまりアイドルにハマることってなかったけど、この人たちは確実に僕の人生に新しい彩りを与えてくれてる。
180	動画をどんどん見るにつれて、なんだかスタッフさんの、うちの子達すごいでしょ。色々な思いはあっても、プロです。って自信持って出してる感がしてかわいいが詰まってるけど、かっこよくて、尊敬します??????????
181	5人の中ではいちばんと言っていいほど不安定だった（とはいえうまかったけど）アサヒが初っ端フェイクも主メロサビも通してメインを張れる時が来るとは感無量すぎる(；；)個人的には代々木のまちぶせがほんとうに好きだった！！
182	"こんな素敵な歌声と映像を無料で見れることが幸せです????
こんな音の高い歌を余裕な顔してはしゃぎながら歌っちゃうリトグリがやっぱり大好きです????
5人揃ったライブは初日本武道館ライブ以来行けてないからまた絶対行きます!!!!!"
183	"本当に音楽･歌が好きなんだなって気持ちが伝わるし、なんだか楽しそうにしてるリトグリ見るだけで泣けてくる(；；)

1月の中野サンプラザで会いたいな～～"
184	リトグリって ただ歌を届けるだけじゃなくて、5人みんなが楽しさや喜びを全力で伝えてくれるから本当に心から大好きだって思えます！！いつも素敵な音楽を届けてくれてありがとう????
185	曲中に遊んだり笑ったりしながらも、音源よりも歌のクオリティがあがることに毎回鳥肌です??????　もうDVDが待ち遠しい…！残りのツアーも無事開催できますように！！
186	"Serina found her way back!
i have no words how happy i'm for her.
What a great performance, everyone has improved again.
i see bandleader-san is happy as well hehehe... ^_^"
187	"2:36 
輝きだしてのとこ間違えやすいからアサヒが教えてあげてるのかな…？??"
188	"歌ってるときの笑顔から本当に歌うことが大好きなんだろうなって伝わるし、こっちまで笑顔になれる??
いつもたくさんの笑顔を届けてくれてありがとう!!??"
189	"私は今回のツアーで2年1ヶ月ぶりに芹奈と再会できました。
芹奈がいないライブももちろん楽しかったけど、その期間より芹奈の存在を強く感じて、会いたくて仕方なくて。
だから、戻ってきてくれてありがとう。そして、4人にも、歌い続けてリトグリを守ってくれてありがとうって伝えたいです??"
190	先日亡くなった父がデビュー直後に見つけ出してきたリトグリ。父は最期の最期までリトグリが大好きで、私の複雑な思春期も、父の苦しい闘病期間も、約7年いつでも父との共通の話題でした。ありがとう。これからも応援します。
191	歌でカバーしきれないと言うけど、MAYUが歌うVIVAの落ちサビ、最高だと思います。魂で歌ってる感じがする。
192	デビューする前にリトグリを知って、路上ライブの映像をYouTubeでたくさんみて、友達にもススめたりしてデビューが決まった時は本当に嬉しくて、ここまで大きくなったのも本当に本当に嬉しい????
193	MAYUがリードを歌う機会は少ないけど、あなたのハモが他の四人の良さを一層引き立てていて、無くてはならない存在。誰もが縁の下の力持ちだと思ってますよ??
194	"20:26 
あんまり見ないMAYUの涙だからこそ、泣けてしまうなぁ
周りをよく見て考えて考えて、チームのために頑張る、そんなMAYUが私は大好きなんだーー"
195	20:46 泣かないでまゆちゃん…そんなことないよって言われたいわけじゃないって言ってるけど、絶対そんなことない…まゆちゃんだって尋常じゃないくらい頑張ってる…
196	みんな本当にいろんな想いを抱えてたくさんの壁を越えた1年だったと思います。いつも素敵な歌をありがとう。明日も頑張ろうっていう活力になってます??リトグリらしく、5人らしく、これからも歩んでいってほしいです。5人のそばで、同じ景色を見させてください??ずっと応援してます！本当にいつもありがとう！
197	"芹奈の病気でグループ最大の危機だったかも知れないけど、こうやって本音を語ることができて、更に絆が深まってまさにケガの巧妙。
何年後かに、この危機があって大変だったけどあれがあって良かったと言える時が来るかも知れない。
こんないい関係性のグループは他に類を見ないし歌唱力もしかり、唯一無二の歌謡界の宝だと思う。"
198	"7周年おめでとうございます??
リトグリと共に成長することができて嬉しいです！5人の歌声が大切で大好きです！これからもずっとずっと光輝くことを願っています??"
199	"MAYUが「自分が出来ない事は出来ることでカバーする」みたいなこと言ってて、
自分にも重ねられるなって思ったし、MAYUがすごいメンバー想いなことが伝わって
興奮&胸がｷﾞｭｯってなった"
200	え、あれ？あれ？これ、りとかんですか、、？あの、仲良しふわふわ癒しな可愛い男の子集団りとかんですか、、、！？こんなにバキバキ踊れてお洒落な曲を歌いこなすなんて、、、沼じゃん、、
201	少クラとかに出ることもなかなかないし、夏もライブがあるか分からないし、全員が10代の貴重なこの時期にたくさんの人にこのフレッシュキラキラ5人を知って欲しい、もっともっとパフォーマンスする機会が欲しいね??
202	"2:29
入所した当時ダンス経験が一切なくて、人見知りで誰にも｢助けて｣って言えなくてグループ内でもダンスでピックアップされないしセンターに立つことが圧倒的に少ないこたちゃんが間奏のがっつり踊るパートでたった数秒だけどセンターに立っていることに感動して泣き崩れた
確実に努力の成果出てるよ、かっこいいよ(泣)"
203	"定点(DANCE SHOT)待ってます。
定点(DANCE SHOT)待ってます。
定点(DANCE SHOT)待ってます。

※大切な事なので三回言いました。"
204	"やっぱり斗亜くんの歌声は
唯一無二だなぁ。"
205	"ダンスがわからなくて同期にも頼れなくて、
ダンスが遅れて悪目立ちしてるって親に言われた彪太郎くんが
こんなに軽々しくカッコよく踊ってるの感動??
かっこいい??"
206	"斗亜の「La fiesta！」とかラスサビ前のソロとかの歌い方が好きなんです…
なんか命削りながら叫んでるかんじで
グッときます…"
207	"風雅がこんなに踊れるとは…
ちょっと前まで緩いと言うか、悪く言うと手を抜いてる様に見えるダンスで、まだ恥ずかしいが勝ってるのかなって思ってたけど、「忘れてかけた勇気も」のトコ最高だった！"
208	"最近リトかんが気になっている者ですが、彪太郎くんの声が好きすぎる！
透き通っててちょっと切ない感じがかっこいいです！！もっと聞きたい！"
209	"嶋﨑斗亜さんの表現者たるや……
しなやかで指先までしっかり神経尖らせて綺麗に魅せる踊りをしてて、世界観入りすぎてたまに目が逝っちゃうのも可愛い、出だしも紙吹雪も相まって素敵な世界観がスタートしてるの嶋﨑斗亜しか出来ない領域……"
210	"これは、、、シンデレラガールに次ぐ
「自担に歌って欲しい最強王子様ソング」なのでは、、、？"
211	岡﨑くんは王子様っていうより貴公子って感じだね。イケメンすぎ...
212	"男子です。
王子様って歌詞があるからお姫様に対しての曲みたいな感じだけど直接的にお姫様って言うと女性ファンだけに対してで、男性ファンをのけものにしてるみたいな感じになるから
君は僕だけのお姫様じゃなくて
僕は君だけの王子様で、君ってすることで女性じゃなく男性でも別にいいよねみたいな歌詞で男ファンとしては好き。"
213	なにわさんAぇ!さん東ジュさんに勝ちたい、人気になりたいじゃなくて「自分達にしか出せない色を出したい」って言えるところとか、本当に高校生なのか疑うほどしっかりしてる
214	全員同じ学校通っててアイドルしてるってどんな漫画ですか??
215	浜中文一と室龍太に育てられた大西風雅が関ジュのみんなの愛情をいっぱいもらってここまで大きくなったことにめちゃめちゃ感動した??
216	Lilかんさいは、結成前平野紫耀くん主演の映画『ういらぶ』を見に行くためのグループメールを作ってたグループなんです??カワイイ…???♀?
217	"デビュー組では｢シンデレラガール｣
ジュニアでは｢Lil miracle｣
・
圧倒的王子様ソングよ。"
218	りとるはみんなリトルなうちにデビューして欲しい。全員高校生の間が無理でも全員未成年のうちに世に出るべき。
219	この子達プロ意識の塊なんだよな～タイミング逃したくない…
220	"まじでこれだけは断言できる。
""関ジュの未来は明るい"""
221	みんな午前中は授業受けて午後からLIVEって考えたらすごいよね
222	"彪太郎担による彪太郎担のためのプレイリスト

0:36 whyするこたちゃん
1:36 笑い方教えてくれるこたちゃん
1:44 転んだってgoするこたちゃん
1:57 空回りしちゃうこたちゃん
2:16 横顔美しすぎるこたちゃん
6:00 1年中の愛を下さるこたちゃん
6:40 これからdo it するこたちゃん
7:24 生まれたての勇気こたちゃん
7:34 その唇にkissしてくれるこたちゃん
7:50 王子さまこたちゃん
8:31 手をふるこたちゃん"
223	きっと5人の主食は流れ星だと思う
224	"小島健のためのプレイリスト
0:49 努力はいとわない斗亜
0:55 心掴んでくるから気をつけて
0:58 お目目キュルキュル斗亜
1:21 シンプルにアイドルしてるんよ
1:34 ここにペコちゃんおるよー！
1:47 ホップステップ斗亜
2:46 えち斗亜①
2:58 えち斗亜②
5:11 青衣装めちゃくちゃ似合うねぇ
5:25 手!!!!!!!!!!!!!!!!!!!!
6:06 斗亜サンタぁぁぁぁぁ！
6:19 指差し斗亜
6:45 輪郭綺麗すぎ
7:04 えち斗亜③
7:15 ズームからのアップ斗亜
7:30 斗亜がよくやるやつね?
7:55 しんどそう頑張って笑
8:04 最後の力を振り絞ってシュウペイ
8:16 斗亜の地声聴けるよ
8:24 それにしても斗亜ちゃんイヤモニよく触る
8:33 天使……？！？！？！
8:42 いやいやこっちがありがとうな斗亜
8:48 斗亜こそ健康でいて、手洗いうがいして
8:52 最後赤ちゃんなのかな？？？？"
225	関西のjrは度胸があるというか、思い切りがいいというか変にカッコ付けずに今の自分を表現できる力が凄いと思う。これからも演出に振り回されず自分のカラーと成長過程を大事にして欲しい。
226	YSSBやるからって琉巧くん神山くんに相談したところ｢俺を真似ると俺になるから真似しなくていい(ニュアンス)｣って言ってもらったらしくめちゃくちゃ神山くんっぽいってなったし琉巧くんが自分なりに試行錯誤した結果が素晴らしすぎてほんとに感動。
227	このグループ、センターリアルに全員行けるよね、すごい、本当に
228	"彪太郎のイケ化が止まらなくない！？
そして、YSSBかな？の時のりとかんバリかっこよかった！！！！！
チビ5って言われてた時とは大違い！！
この人たちが同い年とか自慢できるわ！！
そんくらいすごい！！
やっぱ好き！！ライブ当たりますように??"
229	ふがこたのFIRE死ぬほどかっこいいんだけど、、??
230	まじでこの時からメンバー1人もかけてないのすごいと思う
231	当時中学生だった私がドはまりしてた曲…気づいたらもう大学生。ひええええ。
232	たまに無性に聴きたくなるこの曲
233	この前大阪行ったときこの曲のおかげで電車間違えてたのに気づけた笑笑
234	さきてぃの可愛さは異常
235	"さきてぃ可愛い?
どのグループも黄色って可愛いの！？"
236	ずっと応援してるよ。また5人で戻ってきてね?
237	"さきてぃー顔だけでなく、表情、声全てが癒し
推したくなる
たこ虹売れてくれ?"
238	また戻ってきてね、ずっと待ってる、ずっと大好きだから
239	いやほんとみんな唇の色無いのにこんなに可愛いのは意味わからない
240	"本当にこの曲に救われました。
いつか、生で聴いてみたいです！"
241	"まいさく→同性愛
さきてぃ→アニオタへの偏見(？)とその人間関係
くーちゃん→本当の夢、やりたいこと
れんれん→1人ひとりの個性

を表してるのかな？すごいメッセージ性がある曲。"
242	泣きました。自分は同性が好きでそんな自分を周りに隠して生きています。自分自身も自分のことを認められてなくて悩んでた所にこの曲を聞いて、自分自身を少しですが認められた気がします。
243	"卒業（泣）
めっちゃ良いグループだった。
お世話になりました。
あとちょっとあるけど。
やっぱこの曲いいなぁ（泣）"
244	"やっぱスタダは目のつけどころがすごい‥
しゃちもたこ虹もどんどん美人になってきてる‥"
245	3:23のスタンばってるさきてぃ可愛い笑
246	久しぶりに見たら青の子がいい意味であか抜けた感じに可愛く成長してて驚いた
247	"今すごく友人関係のことで悩んでてこの歌を聴いてすごく元気をもらえました(；＿；)

たこ虹さん随分みてないうちにみんな可愛い女の子から垢抜けた美人さんになっててびっくりです！！久しぶりに音楽をきいてこんな衝撃をうけました……??????????"
248	くーちゃんどんどん可愛くなってるよね！？
249	"たこ虹（？）は知ってたけど辛いときにたまたまこの曲見つけて聴いてみたら
メンバーの可愛さと歌詞に救われた"
